country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,AQI,AQI_Bucket,Temperature_C,Humidity_%,Wind_Speed_kmh,Year,Month,Day,Hour,Day_of_Week,Season
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2026-07-01 23:00:00.000000000,24.5886166,73.6321397,NO2,3.0,19.0,8.0,36,Good,27.5,44.2,3.5,2026,7,1,23,2,Summer
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",2026-07-01 23:00:00.000000000,17.5184,78.278777,OZONE,21.0,31.0,27.0,34,Good,16.2,57.8,10.8,2026,7,1,23,2,Summer
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",2026-07-01 23:00:00.000000000,17.393559,78.339194,CO,24.0,37.0,31.0,49,Good,26.2,34.1,29.3,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.19862,77.92066,PM2.5,25.0,71.0,41.0,21,Good,33.8,32.7,23.7,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.19862,77.92066,NO2,18.0,18.0,18.0,30,Good,40.0,35.9,11.5,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.19862,77.92066,SO2,10.0,10.0,10.0,12,Good,18.8,48.1,26.7,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.19862,77.92066,CO,16.0,18.0,17.0,17,Good,26.0,51.6,19.8,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Manoharpur, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.23711,78.01936,NH3,1.0,1.0,1.0,17,Good,27.8,81.9,1.7,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Manoharpur, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.23711,78.01936,SO2,38.0,40.0,39.0,10,Good,29.8,87.1,26.5,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.169338,78.03582,PM2.5,,,,496,Hazardous,17.9,43.7,20.1,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.169338,78.03582,PM10,,,,398,Hazardous,39.6,55.9,12.3,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.169338,78.03582,NH3,1.0,1.0,1.0,24,Good,19.3,79.2,1.7,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.169338,78.03582,SO2,16.0,51.0,37.0,50,Good,21.4,84.5,12.8,2026,7,1,23,2,Summer
India,Uttar Pradesh,Agra,"Rohta, Agra - UPPCB",2026-07-01 23:00:00.000000000,27.106972,78.000111,NO2,16.0,16.0,16.0,9,Good,15.1,49.1,28.7,2026,7,1,23,2,Summer
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",2026-07-01 23:00:00.000000000,26.843698,75.766894,PM10,34.0,151.0,82.0,97,Moderate,27.5,45.5,17.1,2026,7,1,23,2,Summer
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",2026-07-01 23:00:00.000000000,26.843698,75.766894,CO,24.0,56.0,37.0,28,Good,34.9,77.2,24.4,2026,7,1,23,2,Summer
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",2026-07-01 23:00:00.000000000,26.912329,70.909168,PM2.5,22.0,75.0,45.0,38,Good,17.0,75.4,4.8,2026,7,1,23,2,Summer
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",2026-07-01 23:00:00.000000000,24.588397,76.172782,NH3,4.0,8.0,6.0,3,Good,21.0,85.4,11.2,2026,7,1,23,2,Summer
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-07-01 23:00:00.000000000,28.108988,75.386577,OZONE,20.0,71.0,40.0,37,Good,36.1,83.5,12.9,2026,7,1,23,2,Summer
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",2026-07-01 23:00:00.000000000,26.358805,73.047444,OZONE,37.0,69.0,56.0,64,Moderate,31.1,52.7,19.2,2026,7,1,23,2,Summer
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",2026-07-01 23:00:00.000000000,26.253384,72.976571,NO2,1.0,8.0,3.0,10,Good,21.1,89.1,17.4,2026,7,1,23,2,Summer
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",2026-07-01 23:00:00.000000000,26.253384,72.976571,NH3,4.0,7.0,4.0,50,Good,29.3,92.2,1.3,2026,7,1,23,2,Summer
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",2026-07-01 23:00:00.000000000,26.268249,73.0193853,PM2.5,33.0,83.0,53.0,58,Moderate,39.5,87.2,22.9,2026,7,1,23,2,Summer
India,Uttar Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",2026-07-01 23:00:00.000000000,28.38910936,79.42963708,PM2.5,,,,432,Hazardous,26.4,34.2,17.4,2026,7,1,23,2,Summer
India,Uttar Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",2026-07-01 23:00:00.000000000,28.38910936,79.42963708,SO2,3.0,7.0,3.0,17,Good,35.3,65.0,26.5,2026,7,1,23,2,Summer
India,Uttar Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",2026-07-01 23:00:00.000000000,28.38910936,79.42963708,CO,32.0,46.0,40.0,40,Good,23.5,32.3,17.3,2026,7,1,23,2,Summer
India,Uttar Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",2026-07-01 23:00:00.000000000,28.38910936,79.42963708,OZONE,,,,453,Hazardous,33.9,82.8,5.3,2026,7,1,23,2,Summer
India,Uttar Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",2026-07-01 23:00:00.000000000,28.359581,79.414455,CO,33.0,43.0,36.0,34,Good,21.1,37.6,25.7,2026,7,1,23,2,Summer
India,Uttar Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",2026-07-01 23:00:00.000000000,28.406963,77.849831,PM10,19.0,136.0,63.0,96,Moderate,35.2,55.9,13.0,2026,7,1,23,2,Summer
India,Uttar Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",2026-07-01 23:00:00.000000000,28.406963,77.849831,NO2,0.0,30.0,8.0,48,Good,32.0,36.6,17.9,2026,7,1,23,2,Summer
India,Uttar Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",2026-07-01 23:00:00.000000000,28.406963,77.849831,SO2,2.0,8.0,5.0,2,Good,25.5,69.8,26.7,2026,7,1,23,2,Summer
India,Uttar Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",2026-07-01 23:00:00.000000000,27.1594,78.3953,NH3,6.0,7.0,7.0,28,Good,29.9,42.3,28.8,2026,7,1,23,2,Summer
India,Uttar Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",2026-07-01 23:00:00.000000000,27.168897,78.37696,OZONE,6.0,7.0,7.0,3,Good,35.0,74.0,15.5,2026,7,1,23,2,Summer
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",2026-07-01 23:00:00.000000000,27.33853,88.614099,CO,6.0,10.0,9.0,48,Good,34.9,57.4,26.5,2026,7,1,23,2,Summer
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2026-07-01 23:00:00.000000000,13.0052189,80.2398125,PM10,38.0,74.0,54.0,82,Moderate,21.0,39.5,15.4,2026,7,1,23,2,Summer
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2026-07-01 23:00:00.000000000,13.0052189,80.2398125,NH3,3.0,4.0,4.0,19,Good,35.9,94.4,18.0,2026,7,1,23,2,Summer
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",2026-07-01 23:00:00.000000000,12.9533,80.2357,NO2,4.0,7.0,5.0,35,Good,28.0,42.4,27.5,2026,7,1,23,2,Summer
India,Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",2026-07-01 23:00:00.000000000,12.9533,80.2357,SO2,3.0,9.0,6.0,30,Good,18.9,78.3,3.1,2026,7,1,23,2,Summer
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",2026-07-01 23:00:00.000000000,13.1662,80.2584,PM2.5,12.0,67.0,23.0,29,Good,28.1,68.3,13.8,2026,7,1,23,2,Summer
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",2026-07-01 23:00:00.000000000,13.1662,80.2584,OZONE,6.0,157.0,41.0,26,Good,36.3,50.8,18.3,2026,7,1,23,2,Summer
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",2026-07-01 23:00:00.000000000,13.164544,80.26285,PM2.5,,,,318,Hazardous,27.4,66.2,18.7,2026,7,1,23,2,Summer
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",2026-07-01 23:00:00.000000000,26.215415,73.070156,NO2,2.0,9.0,5.0,30,Good,37.6,67.0,19.8,2026,7,1,23,2,Summer
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",2026-07-01 23:00:00.000000000,26.506177,77.025989,NH3,5.0,47.0,14.0,26,Good,29.0,86.1,14.7,2026,7,1,23,2,Summer
India,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB",2026-07-01 23:00:00.000000000,27.8015617,76.6365217,NO2,5.0,13.0,8.0,0,Good,34.1,75.8,24.8,2026,7,1,23,2,Summer
India,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB",2026-07-01 23:00:00.000000000,27.8015617,76.6365217,SO2,4.0,5.0,5.0,20,Good,30.0,47.8,11.9,2026,7,1,23,2,Summer
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",2026-07-01 23:00:00.000000000,25.196024,75.855668,PM10,47.0,103.0,75.0,87,Moderate,29.8,65.1,20.8,2026,7,1,23,2,Summer
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",2026-07-01 23:00:00.000000000,25.196024,75.855668,CO,14.0,20.0,17.0,17,Good,27.1,86.4,24.3,2026,7,1,23,2,Summer
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",2026-07-01 23:00:00.000000000,25.14389,75.821256,PM10,27.0,80.0,54.0,92,Moderate,29.8,52.8,0.6,2026,7,1,23,2,Summer
India,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",2026-07-01 23:00:00.000000000,13.1036,80.2909,OZONE,30.0,33.0,32.0,13,Good,36.9,78.0,17.4,2026,7,1,23,2,Summer
India,Tamil Nadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",2026-07-01 23:00:00.000000000,11.7637683,79.7499835,PM2.5,,,,339,Hazardous,18.1,86.1,17.4,2026,7,1,23,2,Summer
India,Tamil Nadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",2026-07-01 23:00:00.000000000,11.7637683,79.7499835,NH3,,,,473,Hazardous,28.5,92.4,17.1,2026,7,1,23,2,Summer
India,Tamil Nadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-07-01 23:00:00.000000000,13.4127,80.1081,PM10,46.0,138.0,85.0,51,Moderate,34.5,33.0,11.5,2026,7,1,23,2,Summer
India,Tamil Nadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",2026-07-01 23:00:00.000000000,8.816428,78.099039,PM2.5,,,,322,Hazardous,32.3,34.8,3.1,2026,7,1,23,2,Summer
India,Uttar Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",2026-07-01 23:00:00.000000000,26.90723,80.98579,OZONE,45.0,82.0,62.0,67,Moderate,23.3,68.7,17.6,2026,7,1,23,2,Summer
India,Uttar Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-07-01 23:00:00.000000000,26.8458805,80.9365541,PM2.5,18.0,81.0,52.0,95,Moderate,33.6,36.6,8.7,2026,7,1,23,2,Summer
India,Uttar Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2026-07-01 23:00:00.000000000,26.8458805,80.9365541,OZONE,53.0,62.0,58.0,93,Moderate,24.4,94.2,4.2,2026,7,1,23,2,Summer
India,Uttar Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",2026-07-01 23:00:00.000000000,26.906111,80.948222,OZONE,22.0,58.0,42.0,6,Good,24.7,37.0,10.6,2026,7,1,23,2,Summer
India,Uttar Pradesh,Mathura,"Pali Dungra, Mathura - UPPCB",2026-07-01 23:00:00.000000000,27.410954,77.550619,PM2.5,,,,359,Hazardous,22.9,85.2,14.2,2026,7,1,23,2,Summer
India,Uttar Pradesh,Mathura,"Pali Dungra, Mathura - UPPCB",2026-07-01 23:00:00.000000000,27.410954,77.550619,SO2,1.0,5.0,3.0,39,Good,19.9,34.4,7.9,2026,7,1,23,2,Summer
India,Uttar Pradesh,Mathura,"Pali Dungra, Mathura - UPPCB",2026-07-01 23:00:00.000000000,27.410954,77.550619,OZONE,18.0,54.0,39.0,31,Good,26.8,37.7,17.2,2026,7,1,23,2,Summer
India,Uttar Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",2026-07-01 23:00:00.000000000,29.06351,77.709723,PM10,28.0,93.0,55.0,100,Moderate,16.6,37.6,10.2,2026,7,1,23,2,Summer
India,Uttar Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",2026-07-01 23:00:00.000000000,29.06351,77.709723,SO2,11.0,37.0,18.0,25,Good,32.4,65.1,15.9,2026,7,1,23,2,Summer
India,Uttar Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",2026-07-01 23:00:00.000000000,29.06351,77.709723,CO,21.0,49.0,29.0,18,Good,23.3,82.0,29.3,2026,7,1,23,2,Summer
India,Uttar Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2026-07-01 23:00:00.000000000,28.999264,77.7590354,CO,28.0,40.0,31.0,7,Good,25.3,36.4,28.0,2026,7,1,23,2,Summer
India,Uttar Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",2026-07-01 23:00:00.000000000,28.9535882,77.7622941,PM10,11.0,64.0,40.0,20,Good,17.9,35.6,16.2,2026,7,1,23,2,Summer
India,Uttar Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",2026-07-01 23:00:00.000000000,28.9535882,77.7622941,NO2,5.0,14.0,8.0,6,Good,21.3,32.7,18.2,2026,7,1,23,2,Summer
India,Uttar Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",2026-07-01 23:00:00.000000000,28.9535882,77.7622941,SO2,6.0,8.0,8.0,5,Good,35.0,67.7,28.6,2026,7,1,23,2,Summer
India,Uttar Pradesh,Meerut,"MIET College, Meerut - UPPCB",2026-07-01 23:00:00.000000000,28.972677,77.641018,PM10,63.0,167.0,118.0,125,Unhealthy for Sensitive Groups,39.4,86.6,3.9,2026,7,1,23,2,Summer
India,Uttar Pradesh,Meerut,"MIET College, Meerut - UPPCB",2026-07-01 23:00:00.000000000,28.972677,77.641018,SO2,2.0,3.0,2.0,10,Good,21.4,82.3,0.0,2026,7,1,23,2,Summer
India,Uttar Pradesh,Modinagar,"SRM University, Modinagar - UPPCB",2026-07-01 23:00:00.000000000,28.798171,77.540243,SO2,13.0,14.0,13.0,13,Good,29.4,47.0,15.4,2026,7,1,23,2,Summer
India,Uttar Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",2026-07-01 23:00:00.000000000,28.840739,78.697531,PM2.5,,,,307,Hazardous,39.3,49.1,14.0,2026,7,1,23,2,Summer
India,Uttar Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2026-07-01 23:00:00.000000000,25.425602,81.917152,CO,8.0,16.0,11.0,1,Good,21.4,77.5,16.1,2026,7,1,23,2,Summer
India,Uttar Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",2026-07-01 23:00:00.000000000,25.32393,82.99687,PM10,19.0,79.0,40.0,31,Good,16.3,39.4,10.9,2026,7,1,23,2,Summer
India,Uttar Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",2026-07-01 23:00:00.000000000,25.3505986,82.9083074,PM10,22.0,102.0,46.0,35,Good,39.7,80.0,11.2,2026,7,1,23,2,Summer
India,Uttar Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",2026-07-01 23:00:00.000000000,25.3505986,82.9083074,NO2,39.0,50.0,41.0,9,Good,21.5,82.5,12.2,2026,7,1,23,2,Summer
India,Uttar Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",2026-07-01 23:00:00.000000000,25.262326,82.995408,PM10,22.0,78.0,43.0,14,Good,15.9,50.0,29.5,2026,7,1,23,2,Summer
India,Uttar Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",2026-07-01 23:00:00.000000000,25.301778,82.996789,SO2,25.0,33.0,28.0,12,Good,24.3,80.6,2.6,2026,7,1,23,2,Summer
India,Uttar Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-07-01 23:00:00.000000000,27.571409,77.655757,PM10,11.0,100.0,49.0,13,Good,28.4,45.6,6.2,2026,7,1,23,2,Summer
India,Uttar Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-07-01 23:00:00.000000000,27.571409,77.655757,NH3,7.0,10.0,8.0,33,Good,36.4,63.7,21.3,2026,7,1,23,2,Summer
India,Uttar Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-07-01 23:00:00.000000000,27.571409,77.655757,SO2,21.0,35.0,28.0,29,Good,24.5,49.4,2.4,2026,7,1,23,2,Summer
India,Uttar Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2026-07-01 23:00:00.000000000,27.571409,77.655757,OZONE,16.0,16.0,16.0,8,Good,23.3,52.5,9.3,2026,7,1,23,2,Summer
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",2026-07-01 23:00:00.000000000,29.2124114,78.9611753,SO2,0.0,10.0,6.0,21,Good,17.0,48.0,9.0,2026,7,1,23,2,Summer
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",2026-07-01 23:00:00.000000000,29.2124114,78.9611753,OZONE,7.0,35.0,20.0,17,Good,31.3,75.6,29.6,2026,7,1,23,2,Summer
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",2026-07-01 23:00:00.000000000,30.075911,78.2859547,PM2.5,2.0,2.0,2.0,48,Good,38.9,58.4,11.2,2026,7,1,23,2,Summer
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",2026-07-01 23:00:00.000000000,30.075911,78.2859547,PM10,27.0,27.0,27.0,20,Good,34.9,72.4,11.3,2026,7,1,23,2,Summer
India,West Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",2026-07-01 23:00:00.000000000,23.697936,86.944395,PM2.5,17.0,60.0,33.0,38,Good,37.1,37.7,28.3,2026,7,1,23,2,Summer
India,Uttar Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",2026-07-01 23:00:00.000000000,25.4547,78.6039,NH3,4.0,4.0,4.0,28,Good,28.5,33.9,16.8,2026,7,1,23,2,Summer
India,Uttar Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",2026-07-01 23:00:00.000000000,25.4547,78.6039,CO,7.0,96.0,31.0,24,Good,19.5,61.5,20.1,2026,7,1,23,2,Summer
India,Uttar Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",2026-07-01 23:00:00.000000000,26.4703136,80.3229863,CO,50.0,52.0,51.0,64,Moderate,17.9,91.7,1.2,2026,7,1,23,2,Summer
India,Uttar Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",2026-07-01 23:00:00.000000000,26.4703136,80.3229863,OZONE,2.0,2.0,2.0,22,Good,19.2,78.0,6.5,2026,7,1,23,2,Summer
India,Uttar Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-07-01 23:00:00.000000000,26.428282,80.327067,PM2.5,16.0,209.0,44.0,13,Good,20.6,79.6,26.9,2026,7,1,23,2,Summer
India,Uttar Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-07-01 23:00:00.000000000,26.428282,80.327067,NO2,26.0,27.0,27.0,45,Good,17.9,77.5,22.9,2026,7,1,23,2,Summer
India,Uttar Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-07-01 23:00:00.000000000,26.428282,80.327067,CO,34.0,38.0,36.0,48,Good,17.7,85.7,23.6,2026,7,1,23,2,Summer
India,Uttar Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",2026-07-01 23:00:00.000000000,28.2348927,77.8683002,SO2,10.0,11.0,10.0,14,Good,25.5,59.1,13.9,2026,7,1,23,2,Summer
India,Uttar Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-07-01 23:00:00.000000000,26.83399722,80.8917361,PM2.5,35.0,100.0,56.0,65,Moderate,35.1,86.0,27.4,2026,7,1,23,2,Summer
India,Uttar Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2026-07-01 23:00:00.000000000,26.83399722,80.8917361,NH3,3.0,20.0,11.0,2,Good,28.3,52.6,4.7,2026,7,1,23,2,Summer
India,Uttar Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",2026-07-01 23:00:00.000000000,26.766433,80.927299,NO2,11.0,12.0,12.0,7,Good,16.9,39.3,27.5,2026,7,1,23,2,Summer
India,Uttar Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",2026-07-01 23:00:00.000000000,26.766433,80.927299,OZONE,32.0,39.0,35.0,1,Good,18.9,89.9,3.0,2026,7,1,23,2,Summer
India,Uttar Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-07-01 23:00:00.000000000,29.4723508,77.7194031,PM2.5,29.0,162.0,59.0,88,Moderate,34.3,65.3,6.0,2026,7,1,23,2,Summer
India,Uttar Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2026-07-01 23:00:00.000000000,29.4723508,77.7194031,SO2,3.0,81.0,37.0,36,Good,24.5,84.9,13.0,2026,7,1,23,2,Summer
India,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",2026-07-01 23:00:00.000000000,28.56923,77.393848,CO,16.0,51.0,36.0,34,Good,30.5,66.8,21.3,2026,7,1,23,2,Summer
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-07-01 23:00:00.000000000,28.5447608,77.3231257,PM2.5,29.0,88.0,57.0,92,Moderate,24.0,69.9,9.1,2026,7,1,23,2,Summer
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-07-01 23:00:00.000000000,28.5447608,77.3231257,PM10,55.0,161.0,104.0,116,Unhealthy for Sensitive Groups,33.5,81.8,28.6,2026,7,1,23,2,Summer
India,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",2026-07-01 23:00:00.000000000,28.5447608,77.3231257,NH3,23.0,27.0,23.0,45,Good,19.7,44.9,0.4,2026,7,1,23,2,Summer
India,Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",2026-07-01 23:00:00.000000000,28.5898,77.3101,OZONE,11.0,58.0,32.0,9,Good,24.0,71.0,26.6,2026,7,1,23,2,Summer
India,Uttar Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",2026-07-01 23:00:00.000000000,25.494,81.863,NH3,8.0,8.0,8.0,27,Good,27.7,88.1,22.3,2026,7,1,23,2,Summer
India,Uttar Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",2026-07-01 23:00:00.000000000,25.494,81.863,SO2,14.0,23.0,18.0,49,Good,27.0,90.4,23.4,2026,7,1,23,2,Summer
India,Uttar Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",2026-07-01 23:00:00.000000000,25.44919916,81.82735986,OZONE,15.0,26.0,22.0,24,Good,32.2,69.7,8.4,2026,7,1,23,2,Summer
India,Uttar Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2026-07-01 23:00:00.000000000,25.425602,81.917152,PM10,19.0,40.0,28.0,45,Good,29.8,36.7,8.5,2026,7,1,23,2,Summer
India,West Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",2026-07-01 23:00:00.000000000,22.554954,88.292568,NH3,1.0,2.0,1.0,33,Good,28.6,53.6,13.6,2026,7,1,23,2,Summer
India,West Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",2026-07-01 23:00:00.000000000,22.49929,88.36917,PM2.5,39.0,81.0,50.0,30,Good,31.4,49.3,27.2,2026,7,1,23,2,Summer
India,West Bengal,Kolkata,"Fort William, Kolkata - WBPCB",2026-07-01 23:00:00.000000000,22.55664,88.342674,NH3,9.0,10.0,9.0,6,Good,19.4,82.9,26.4,2026,7,1,23,2,Summer
India,West Bengal,Kolkata,"Fort William, Kolkata - WBPCB",2026-07-01 23:00:00.000000000,22.55664,88.342674,CO,16.0,29.0,21.0,10,Good,20.2,40.8,11.0,2026,7,1,23,2,Summer
India,West Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",2026-07-01 23:00:00.000000000,22.627847,88.380669,NO2,25.0,88.0,52.0,56,Moderate,36.6,73.5,7.7,2026,7,1,23,2,Summer
India,West Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",2026-07-01 23:00:00.000000000,22.627847,88.380669,SO2,5.0,8.0,7.0,4,Good,25.4,88.3,25.2,2026,7,1,23,2,Summer
India,West Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",2026-07-01 23:00:00.000000000,22.5367507,88.3638022,CO,13.0,22.0,17.0,48,Good,36.5,86.1,14.4,2026,7,1,23,2,Summer
India,West Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",2026-07-01 23:00:00.000000000,22.51106,88.35142,NH3,6.0,9.0,7.0,28,Good,27.6,35.8,14.5,2026,7,1,23,2,Summer
India,West Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",2026-07-01 23:00:00.000000000,22.58157048,88.41002457,NH3,5.0,6.0,5.0,19,Good,39.2,78.8,26.1,2026,7,1,23,2,Summer
India,West Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",2026-07-01 23:00:00.000000000,22.58157048,88.41002457,CO,42.0,46.0,44.0,12,Good,31.7,69.2,18.4,2026,7,1,23,2,Summer
India,West Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",2026-07-01 23:00:00.000000000,23.616515,87.119133,NH3,8.0,10.0,9.0,40,Good,28.8,48.0,5.7,2026,7,1,23,2,Summer
India,West Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",2026-07-01 23:00:00.000000000,23.616515,87.119133,SO2,27.0,32.0,30.0,25,Good,25.8,69.9,9.5,2026,7,1,23,2,Summer
